Date,Value
23/11/2022,0.0
24/11/2022,0.0
25/11/2022,1.0
26/11/2022,1.9
27/11/2022,6.6
28/11/2022,0.0
29/11/2022,0.0
30/11/2022,1.1
1/12/2022,2.1
2/12/2022,0.0
3/12/2022,0.0
4/12/2022,0.0
5/12/2022,0.0
6/12/2022,0.0
7/12/2022,3.6
8/12/2022,1.0
9/12/2022,1.1
10/12/2022,0.0
11/12/2022,0.9
12/12/2022,0.0
13/12/2022,7.0
14/12/2022,0.0
15/12/2022,4.6
16/12/2022,0.0
17/12/2022,0.5
18/12/2022,0.0
19/12/2022,0.0
20/12/2022,0.1
21/12/2022,0.0
22/12/2022,1.7
23/12/2022,0.4
24/12/2022,3.7
25/12/2022,1.5
26/12/2022,0.0
27/12/2022,4.7
28/12/2022,1.4
29/12/2022,0.1
30/12/2022,5.3
31/12/2022,0.6
1/1/2023,2.4
2/1/2023,2.7
3/1/2023,1.5
4/1/2023,0.8
5/1/2023,1.4
6/1/2023,0.0
7/1/2023,0.2
8/1/2023,0.0
9/1/2023,0.0
10/1/2023,0.4
11/1/2023,0.0
12/1/2023,1.3
13/1/2023,0.4
14/1/2023,4.7
15/1/2023,0.0
16/1/2023,6.9
17/1/2023,7.0
18/1/2023,0.2
19/1/2023,3.1
20/1/2023,1.3
21/1/2023,0.0
22/1/2023,0.0
23/1/2023,1.8
24/1/2023,0.0
25/1/2023,0.0
26/1/2023,0.0
27/1/2023,0.0
28/1/2023,0.0
29/1/2023,0.9
30/1/2023,0.5
31/1/2023,0.0
1/2/2023,0.6
2/2/2023,2.5
3/2/2023,0.0
4/2/2023,1.6
5/2/2023,4.2
6/2/2023,1.1
7/2/2023,7.6
8/2/2023,7.5
9/2/2023,7.9
10/2/2023,3.6
11/2/2023,0.0
12/2/2023,0.0
13/2/2023,0.3
14/2/2023,0.0
15/2/2023,0.0
16/2/2023,5.1
17/2/2023,0.0
18/2/2023,0.0
19/2/2023,1.5
20/2/2023,0.4
21/2/2023,0.0
22/2/2023,0.0
23/2/2023,5.1
24/2/2023,0.8
25/2/2023,0.4
26/2/2023,1.1
27/2/2023,2.1
28/2/2023,8.9
1/3/2023,8.7
2/3/2023,8.8
3/3/2023,7.5
4/3/2023,0.0
5/3/2023,0.2
6/3/2023,0.3
7/3/2023,0.3
8/3/2023,0.0
9/3/2023,0.9
10/3/2023,0.8
11/3/2023,0.1
12/3/2023,5.2
13/3/2023,0.7
14/3/2023,0.1
15/3/2023,5.0
16/3/2023,10.3
17/3/2023,9.0
18/3/2023,8.3
19/3/2023,3.3
20/3/2023,2.7
21/3/2023,4.8
22/3/2023,9.7
23/3/2023,0.4
24/3/2023,0.0
25/3/2023,5.1
26/3/2023,1.7
27/3/2023,4.3
28/3/2023,9.1
29/3/2023,0.4
30/3/2023,0.8
31/3/2023,1.8
1/4/2023,0.9
2/4/2023,0.6
3/4/2023,5.8
4/4/2023,8.6
5/4/2023,6.3
6/4/2023,11.5
7/4/2023,0.0
8/4/2023,1.3
9/4/2023,1.5
10/4/2023,8.4
11/4/2023,1.2
12/4/2023,8.7
13/4/2023,0.2
14/4/2023,0.0
15/4/2023,1.5
16/4/2023,7.0
17/4/2023,3.2
18/4/2023,0.3
19/4/2023,7.4
20/4/2023,2.4
21/4/2023,11.5
22/4/2023,12.7
23/4/2023,0.5
24/4/2023,0.9
25/4/2023,2.2
26/4/2023,6.8
27/4/2023,10.5
28/4/2023,4.3
29/4/2023,2.8
30/4/2023,11.6
1/5/2023,10.9
2/5/2023,3.8
3/5/2023,13.1
4/5/2023,11.8
5/5/2023,11.3
6/5/2023,8.7
7/5/2023,3.7
8/5/2023,13.1
9/5/2023,14.0
10/5/2023,10.1
11/5/2023,1.3
12/5/2023,6.2
13/5/2023,0.4
14/5/2023,2.5
15/5/2023,2.9
16/5/2023,4.1
17/5/2023,3.6
18/5/2023,2.0
19/5/2023,7.2
20/5/2023,10.8
21/5/2023,12.1
22/5/2023,13.5
23/5/2023,3.5
24/5/2023,7.2
25/5/2023,14.1
26/5/2023,10.4
27/5/2023,13.8
28/5/2023,14.1
29/5/2023,13.9
30/5/2023,12.7
31/5/2023,14.4
1/6/2023,13.7
2/6/2023,9.8
3/6/2023,14.8
4/6/2023,14.8
5/6/2023,3.5
6/6/2023,0.1
7/6/2023,4.7
8/6/2023,7.5
9/6/2023,6.1
10/6/2023,5.7
11/6/2023,13.3
12/6/2023,13.9
13/6/2023,8.3
14/6/2023,6.7
15/6/2023,9.2
16/6/2023,7.7
17/6/2023,5.6
18/6/2023,13.0
19/6/2023,3.7
20/6/2023,10.2
21/6/2023,7.6
22/6/2023,13.3
23/6/2023,3.1
24/6/2023,9.3
25/6/2023,10.5
26/6/2023,12.5
27/6/2023,4.6
28/6/2023,9.4
29/6/2023,14.8
30/6/2023,0.0
1/7/2023,9.0
2/7/2023,8.6
3/7/2023,9.5
4/7/2023,11.3
5/7/2023,8.5
6/7/2023,12.0
7/7/2023,14.4
8/7/2023,14.6
9/7/2023,14.5
10/7/2023,4.9
11/7/2023,14.0
12/7/2023,5.5
13/7/2023,7.9
14/7/2023,12.9
15/7/2023,14.5
16/7/2023,4.4
17/7/2023,9.7
18/7/2023,12.9
19/7/2023,9.0
20/7/2023,8.0
21/7/2023,4.5
22/7/2023,8.6
23/7/2023,5.9
24/7/2023,1.5
25/7/2023,3.1
26/7/2023,6.4
27/7/2023,5.3
28/7/2023,4.6
29/7/2023,6.8
30/7/2023,3.3
31/7/2023,2.5
1/8/2023,2.3
2/8/2023,3.3
3/8/2023,8.2
4/8/2023,4.8
5/8/2023,0.0
6/8/2023,0.0
7/8/2023,0.8
8/8/2023,6.3
9/8/2023,7.3
10/8/2023,10.2
11/8/2023,10.1
12/8/2023,11.2
13/8/2023,7.2
14/8/2023,10.4
15/8/2023,12.0
16/8/2023,9.8
17/8/2023,8.4
18/8/2023,10.5
19/8/2023,12.7
20/8/2023,4.6
21/8/2023,9.0
22/8/2023,10.2
23/8/2023,12.3
24/8/2023,12.1
25/8/2023,6.2
26/8/2023,3.9
27/8/2023,0.0
28/8/2023,0.0
29/8/2023,0.0
30/8/2023,0.3
31/8/2023,5.9
1/9/2023,0.5
2/9/2023,4.9
3/9/2023,5.0
4/9/2023,12.2
5/9/2023,12.2
6/9/2023,12.0
7/9/2023,11.7
8/9/2023,11.3
9/9/2023,11.2
10/9/2023,11.2
11/9/2023,9.7
12/9/2023,10.2
13/9/2023,4.4
14/9/2023,3.3
15/9/2023,7.4
16/9/2023,9.8
17/9/2023,10.4
18/9/2023,7.5
19/9/2023,5.9
20/9/2023,9.3
21/9/2023,4.7
22/9/2023,0.1
23/9/2023,2.1
24/9/2023,8.3
25/9/2023,6.8
26/9/2023,8.3
27/9/2023,8.3
28/9/2023,9.0
29/9/2023,7.4
30/9/2023,6.7
1/10/2023,5.8
2/10/2023,8.0
3/10/2023,5.5
4/10/2023,5.0
5/10/2023,4.8
6/10/2023,5.8
7/10/2023,2.2
8/10/2023,2.1
9/10/2023,0.0
10/10/2023,1.3
11/10/2023,7.0
12/10/2023,0.1
13/10/2023,1.7
14/10/2023,0.4
15/10/2023,4.6
16/10/2023,4.0
17/10/2023,4.8
18/10/2023,6.8
19/10/2023,0.2
20/10/2023,0.0
21/10/2023,6.2
22/10/2023,5.7
23/10/2023,6.8
24/10/2023,0.0
25/10/2023,4.8
26/10/2023,1.0
27/10/2023,0.0
28/10/2023,1.7
29/10/2023,1.1
30/10/2023,4.0
31/10/2023,1.0
1/11/2023,2.3
2/11/2023,2.7
3/11/2023,0.0
4/11/2023,5.7
5/11/2023,2.7
6/11/2023,3.2
7/11/2023,4.8
8/11/2023,0.6
9/11/2023,5.4
10/11/2023,0.0
11/11/2023,0.0
12/11/2023,2.7
13/11/2023,0.0
14/11/2023,0.1
15/11/2023,0.0
16/11/2023,4.3
17/11/2023,2.0
18/11/2023,0.4
19/11/2023,2.4
20/11/2023,0.7
21/11/2023,0.1
22/11/2023,0.0
23/11/2023,0.0
24/11/2023,3.1
25/11/2023,1.0
26/11/2023,2.4
27/11/2023,0.0
28/11/2023,0.0
29/11/2023,3.1
30/11/2023,0.4
1/12/2023,0.0
2/12/2023,0.0
3/12/2023,1.6
4/12/2023,4.1
5/12/2023,0.2
6/12/2023,0.0
7/12/2023,0.0
8/12/2023,0.2
9/12/2023,0.0
10/12/2023,0.0
11/12/2023,3.0
12/12/2023,3.8
13/12/2023,0.5
14/12/2023,0.0
15/12/2023,2.2
16/12/2023,0.1
17/12/2023,6.7
18/12/2023,7.1
19/12/2023,3.0
20/12/2023,1.4
21/12/2023,0.0
22/12/2023,1.1
23/12/2023,0.0
24/12/2023,0.0
25/12/2023,0.0
26/12/2023,0.1
27/12/2023,6.1
28/12/2023,0.1
29/12/2023,3.8
30/12/2023,2.2
31/12/2023,2.4
